ADDRESS_01,ADDRESS_02,CITY,STATE,,,
454 BlbHfP FEDEqfL LfzE,,SALT LAKE CITY,UT,,,
475 7zD bd zW,,WASHINGTON,DC,,,
480 DEBUYb qD,BLDG C,BILOXI,MS,,,
407 E Flqbd fVE,,LEXINGTON,KY,,,
Pf BfX 730075,,TIGARD,OR,,,
380 Llfzb HEfLdH pfqP,,INDIANA,PA,,,
400 E 30dH bd,,NEW YORK,NY,,,
39-70 GqfzD pEzdqfL PKWY,5TH FLOOR,QUEENS,NY,,,
3404 qflz bd,,MOSS POINT,MS,,,
4304 E DEYfUzG bd,,MARION,IL,,,
3548 BflzBqlDGE fVE,,BRONX,NY,,,
4740 E pHEqfKEE fVE,,MCALESTER,OK,,,
7304 E EVEbHfq qD,,VOORHEES TOWNSHIP,NJ,,,
4043 WEbd bd,,UTICA,NY,,,
444 bUzbEd plq,,MOULTRIE,GA,,,
777 HEqLfpK bd,,MACON,GA,,,
735 W flqfqd BLVD,,PENSACOLA,FL,,,
3955 bE 487zD fVE,,GRESHAM,OR,,,
4430 GqfzD fVE,,NEW PORT RICHEY,FL,,,
375 W DlVlblfz bd,,ARLINGTON,TX,,,
300 qEDlpfL Dq,,HAMPTON,VA,,,
8455 bdfdE bd,,SOUTH GATE,CA,,,
4340 45dH bd,,SANTA MONICA,CA,,,
477 KEqz fVE,,TULARE,CA,,,
9904 qEDlpfL pEzdEq Dq,,ROCKVILLE,MD,,,
47970 KfdHEqlzE HfzLEY pd,,FAIRFAX,VA,,,
47000 zE 74bd fVE,,NORTH MIAMI BEACH,FL,,,
340 LYzz bHfqE Dq,,VIRGINIA BEACH,VA,,,
304 dUqzEq qppfLL BLVD,,ROME,GA,,,
40440 pfLfqf qD,,RANCHO CORDOVA,CA,,,
445 fLlVE bd,,AKRON,OH,,,
700 zfqdHWfdEq bd,,PEEKSKILL,NY,,,
384 ELq bd,,ST MARY,MO,,,
74 p L dUpKEq Dq,,CHAUNCEY,GA,,,
4343 W qfGEE qD,,TUCSON,AZ,,,
4500 GfLDEz VfLLEY qD,,MINNEAPOLIS,MN,,,
4455 b bfLVfdlfz PL,,ANAHEIM,CA,,,
703 z FlbHEq bd,,BURLINGTON,NC,,,
4044 Wlbpfzblz fVE zW,,WASHINGTON,DC,,,
4940 E bPqfGUE fVE,,SPOKANE,WA,,,
3453 WEbd FqfzKLlz BLVD,,CHICAGO,IL,,,
7300 qEDfzDf fVE,,LONG BEACH,CA,,,
4447 zfqdH 47dH bdqEEd,,OMAHA,NE,,,
99 bdfpKHfLq bd,,BROOKLYN,NY,,,
4434 bE qfqdlz LUdHEq KlzG Jq BLVD,,PORTLAND,OR,,,
3530 GqlFFlz qD,,DAVIE,FL,,,
444 D bd,,DAVIS,CA,,,
908 z HfWfqD fVE,STE 105,GRAND ISLAND,NE,,,
333 bW PfqK fVE,,PORTLAND,OR,,,
400 HfqdLE pfUqd,,NAPA,CA,,,
4704 b 43dH bd,,TERRE HAUTE,IN,,,
43890 GqEEz dqEE BLVD,,VICTORVILLE,CA,,,
4704 b dfqqEY PlzEb Dq,,LAS VEGAS,NV,,,
4445 GLEzWffD qD,,DECATUR,GA,,,
7309 zfqdH bfzdf FE fVE,,COMPTON,CA,,,
3533 pHfzDLEq qD,,MUSKOGEE,OK,,,
4984 zfqdH WffDbdfpK bd,,PHILADELPHIA,PA,,,
547 W GqfpE bd,,RICHMOND,VA,,,
47997 zEddLEb Dq,,NEWPORT NEWS,VA,,,
300 W VEdEqfzb BLVD,,BIG SPRING,TX,,,
4735 dfDDVlLLE qD,,CHARLOTTE,NC,,,
840 FflqGqfVE pHUqpH qD bE,,HICKORY,NC,,,
3535 fbHdfz WffDb Dq zE,,ATLANTA,GA,,,
534 FflqdHfqzE fVE,,PHILADELPHIA,PA,,,
4804 BUFfqD bd,,CORPUS CHRISTI,TX,,,
404 fqqfYf bEpf PKWY,,HIGHLAND PARK,CA,,,
904 z pfqLlbLE bd,,PHILADELPHIA,PA,,,
575 b fqEqlpfzf BLVD,,BOISE,ID,,,
730 z Wfpf fVE,,WICHITA,KS,,,
49094 z DfLE qfBqY HWY,,LUTZ,FL,,,
9370 LlzWffD fVE,,SHREVEPORT,LA,,,
333 z BffzVlLLE fVE,,SPRINGFIELD,MO,,,
4740 z dqYfz bd,,CHARLOTTE,NC,,,
4407 8dH fVE,,BROOKLYN,NY,,,
450 PqfbPEpdfq fVE,,DURANGO,CO,,,
57-34 Vfz Dfq bd,,LONG ISLAND CITY,NY,,,
443 zJ-73,,VORHEES,NJ,,,
74 b fDfqb bd,,ST PETERSBURG,VA,,,
4300 z pHEbdzUd fVE,,MARSHFIELD,WI,,,
454 9dH fVE,,LITTLE EGG HARBOR,NJ,,,
3775 zW 99dH WfY,,CORAL SPRINGS,FL,,,
744 fLLEz fVE,,ST LOUIS,MO,,,
473 b 7dH fVE fVE,,WEST READING,PA,,,
579 qEEdlzG bd,,CHARLESTON,SC,,,
3474 E Vfz BUqEz bd,#203-3,PHOENIX,AZ,,,
4797 BELLb FEqqY qD,,MARIETTA,GA,,,
407 HfbPldfL Dq,,CHATSWORTH,GA,,,
4755 z ffKLfzD BLVD,,WATERFORD,MI,,,
5745 BEzbfLEq BLVD,,BENSALEM,PA,,,
780 3qD fVE PL bE,,HICKORY,NC,,,
448 VlzE bd,,EVANSVILLE,IN,,,
7035 GqfzBUqY bd,,CLEBURNE,TX,,,
500 bW qfqbEY fVE,RM 301,GRANTS PASS,OR,,,
3550 zfqqfzD Dq,,COLLEGE STATION,TX,,,
3400 LEBfzfz qD,,MURFRESSBORO,TN,,,
4303 z FLfqlDf fVE,,TAMPA,FL,,,
4775 b LlBEqdY bd,,MUNCIE,IN,,,
4439 qflz bd,,PAWTUCKET,RI,,,
704 PfqK fVE,,MINNEAPOLIS,MN,,,
8444 FLfqlz qD,,SACRAMENTO,CA,,,
9700 W 37zD bd,,SHAWNEE,KS,,,
4704 WfLzUd fVE,,LONG BEACH,CA,,,
4045 b bdfdE bd,,UKIAH,CA,,,
4000 zW GqfzD BLVD,,OKLAHOMA CITY,OK,,,
4000 b bfzdf FE,,MOORE,OK,,,
7800 z HlpKfqY bd,,CLAREMORE,OK,,,
407 E LlzE fVE,,SAPULPA,OK,,,
3707 E 34bd bd,,TULSA,OK,,,
340 WEbd dfFd,,SAPULPA,OK,,,
407 E LlzE,,SAPULPA,OK,,,
4073 W BfYD,,NORMAN,OK,,,
4075 z fDfqb qD,,SAND SPRINGS,OK,,,
404 E plqfqqfz fVE,,MANNFORD,OK,,,
403 W 43dH bd,,GROVE,OK,,,
4400 b qflz bd,,GROVE,OK,,,
43708 FqfzKdfz bd,,ROSEDALE,NY,,,
404 bE 4dH,,TUTTLE,OK,,,
4043 BqfWz bd,,DAYTON,OH,,,
405 WfbHlzGdfz,,PAULS VALLEY,OK,,,
934 z pfUzdqY pLUB q,,ADA,OK,,,
403 KEqbHfW Dq,,MUSKOGEE,OK,,,
40857 E 33qD bd,,TULSA,OK,,,
40947 E 44dH bd,,TULSA,OK,,,
7475 b qEqfqlfL Dq,,TULSA,OK,,,
,,,,,,
4400 GEfqGlf bd,,JONES,OK,,,
P f BfX 938,,HOLDENVILLE,OK,,,
4400 ffKqlDGE Dq,,DURANT,OK,,,
304 W 4bd,,CHANDLER,OK,,,
4400 W GEfqGlf,,JONES,OK,,,
4400 W GEfqGlf bd,,JONES,OK,,,
4403 W pHEqfKEE,,LINDSAY,OK,,,
7343 W qfDELLE fVE,,CLINTON,OK,,,
3704 E 33dH bd,,TULSA,OK,,,
4403 W pHEqfKEE bd,,LINDSAY,OK,,,
4404 BEzzEdd BLVD,,CHANDLER,OK,,,
4404 z qfDlbfz fVE,,BLANCHARD,OK,,,
4405 E qflz,,TISHOMINGO,OK,,,
444 E WfbHlzGdfz,,BRISTOW,OK,,,
444 E WfbHlzGdfz fVE,,BRISTOW,OK,,,
4845 E bKELLY DqlVE,,TULSA,OK,,,
444 E WfbHlzGdfz bd,,BRISTOW,OK,,,
4448 W 3dH bd,,OKMULGEE,OK,,,
447 z WffDY GUdHqlE,,OKEMAH,OK,,,
4434 W qflz bd,,OKLAHOMA CITY,OK,,,
300 zW 47dH bd,,OKLAHOMA CITY,OK,,,
304 EqqEqd,,TALIHINA,OK,,,
444 W 7zD bd,,HEAVENER,OK,,,
447 E qflz pq 4775,,KEOTA,OK,,,
Dfp 599445,,LEXINGTON,OK,,,
47 E pfzzEq,,FAIRLAND,OK,,,
4700 E WqfzGLEq BLVD,,SEMINOLE,OK,,,
4700 W pfzfDlfz,,VINITA,OK,,,
4700 W pfzfDlfz fVE,,VINITA,OK,,,
4704 z Vlzldf  fVE,,TAHLEQUAH,OK,,,
5704 W Bqlddfz qD,,OKLAHOMA CITY,OK,,,
4704 z Vlzldf fVE,,TAHLEQUAH,OK,,,
4704 W dqUDGEfz,,HENRYETTA,OK,,,
747 z fzdEb,,HENRYETTA,OK,,,
4707 W GlLqfqE,,SHAWNEE,OK,,,
4707 W GlLqfqE bd,,SHAWNEE,OK,,,
4705 b 4dH bd,,DUNCAN,OK,,,
474 KlzGbBUqY Dq,,NORMAN,OK,,,
4700 W FlzLEY,,HUGO,OK,,,
4747 FfUq bEfbfzb Dq,,DURANT,OK,,,
3500 z PfqdLfzD,,OKC,OK,,,
4743 zW 477zD bd,,OKLAHOMA CITY,OK,,,
4745 b WEbdEqz,,STILLWATER,OK,,,
4745 W 40dH,,STILLWATER,OK,,,
787 pq 3300,,FAIRFAX,OK,,,
4745 W 40dH fVE,,STILLWATER,OK,,,
5804 z ffKWffD,,ENID,OK,,,
4747 E pfLLEGE,,BROKEN ARROW,OK,,,
7448 E 84 bd fPd 5700,,TULSA,OK,,,
3333 z PEfqlf,,TULSA,OK,,,
4747 E pfLLEGE bd,,BROKEN ARROW,OK,,,
4770 E ELEpdqlp fVE,,MCALESTER,OK,,,
4773 BfLdlqfqE bd,,DURANT,OK,,,
547 bW 7zD,,OKLAHOMA CITY,OK,,,
474 z fLLEz bd,,OKLAHOMA CITY,OK,,,
4744 WffDLfzD LffP,,BARTLESVILLE,OK,,,
440 HlLpqEbd fVE,,ELBERTON,GA,,,
4300 W LlzDbfY,,SULPHUR,OK,,,
479 E DfWzb,,WOODWARD,OK,,,
4304 z 5dH,,TONKAWA,OK,,,
4304 z 5dH bd,,TONKAWA,OK,,,
4305 bE fDfqb,,IDABEL,OK,,,
4307 E 3dH bd,,SIOUX FALLS,SD,,,
4307 q D qlLLEq Dq,,OKMULGEE,OK,,,
4504 pLfYdfz fVEzUE,,POTEAU,OK,,,
4347 E 57zD bd z,,TULSA,OK,,,
7489 z HfqdFfqD fPd D,,TULSA,OK,,,
43500 BqfzDfz PL,,OKLAHOMA CITY,OK,,,
43543 pq 3300,,ADA,OK,,,
774 W fLlVE,,STROUD,OK,,,
837 lbfBEL,,ARDMORE,OK,,,
4374 bPqlzG qlDGE qD,,ENID,OK,,,
305 E 40dH bdqEEd,,ADA,OK,,,
43593 pq 3300,,ADA,OK,,,
4400 BUEzf Vlbdf,,MWC,OK,,,
4400 BUEzf Vlbdf fVE,,MID WEST CITY,OK,,,
3707 E 34bd,,TULSA,OK,,,
300 W WfbHlzGdfz,,ANADARKO,OK,,,
4400 z WfVEqLY,,PONCA CITY,OK,,,
4400 b qflz,,GROVE,OK,,,
4400 E bd  zE,,MIAMI,OK,,,
4404 z GfqLfzD qD,,ENID,OK,,,
4440 z pHfpdfW,,DEWEY,OK,,,
4443 b pHlpKfbfW,,PAULS VALLEY,OK,,,
8700 zfdlfzfL fVE,,MIDWEST CITY,OK,,,
4445 b qflz,,KINGFISHER,OK,,,
778 zW 70dH bd,,OKLAHOMA CITY,OK,,,
4445 b qflz bd,,KINGFISHER,OK,,,
4445 W 45dH bd,,SULPHUR,OK,,,
505 b 7dH bd,,DAVIS,OK,,,
4430 E 9dH bd,,OKMULGEE,OK,,,
45 Fflqqfzd BLVD,,RAPID CITY,SD,,,
4504 pLfYdfz,,POTEAU,OK,,,
4504 pLfYdfz fVE,,POTEAU,OK,,,
4504 z 8dH bd,,NOBLE,OK,,,
4503 W HfqBEq qD,,GROVE,OK,,,
404 W qlpKEzBfpKEq D,,MIDWEST CITY,OK,,,
45033 ELq pqEEK qD,,OKC,OK,,,
4504 z pEDfq fVE,,TAHLEQUAH,OK,,,
4545 pfzdEqBUqY BLVD,,ALTUS,OK,,,
7007 zW 57zD bd,,LAWTON,OK,,,
4573 b VlqGlzlf fVE,,ATOKA,OK,,,
4530 zE GqfzD BLVD,,OKLAHOMA CITY,OK,,,
4300 E HWY 770,,HOLDENVILLE,OK,,,
4303 b 49dH bd,,CHICKASHA,OK,,,
4377 E BqffDWfY,,MUSKOGEE,OK,,,
4330 3qD fVE zE,,ARDMORE,OK,,,
4700 zW Fd blLL BLVD,,LAWTON,OK,,,
4704 E 3dH bd,,OKMULGEE,OK,,,
370 b 777dH Efbd fVE,,CATOOSA,OK,,,
4705 BfqEz BLVD,,SEMINOLE,OK,,,
300 WEbd WfbHlzGdfz,,ANADARKO,OK,,,
47440 E 54bd bd,,BROKEN ARROW,OK,,,
4779 E YfUzG PL,,TULSA,OK,,,
4779 b BfLdlqfqE fVE,,TULSA,OK,,,
4844 9dH fVE zW,,ARDMORE,OK,,,
4845 E bKELLY Dq,,TULSA,OK,,,
4834 z Bfbdfz fVE,,TULSA,OK,,,
44573 zE 33dH bdqEEd,,CHOCTAW,OK,,,
48504 zE 33qD bd,,HARRAH,OK,,,
4900 W qfpfqdHUq,,SHAWNEE,OK,,,
4904 PfqKVlEW Dq,,EL RENO,OK,,,
4974 zE 74bd bd,,OKLAHOMA CITY,OK,,,
4943 zE 50 bd,,OKC,OK,,,
4943 zE 50dH,,OKLAHOMA CITY,OK,,,
4943 zE 50dH bd,,OKLAHOMA CITY,OK,,,
4947 z pfLpfqD fVE,,COLCORD,OK,,,
307 W qflz bd,,IMMOKALEE,FL,,,
300 E 733qD bd,,BRONX,NY,,,
35784 b 4440 qD,,VINITA,OK,,,
707 b 44dH bd,,TACOMA,WA,,,
4774 zW 4dH bd,,OKLAHOMA CITY,OK,,,
8403 GEfqGlf fVE,,SILVER SPRING,MD,,,
477 DfqfdHY DfY PL,,ST PAUL,MN,,,
447 b JfHz bd,,ANGOLA,IN,,,
3750 z qfzqfE bd,,MONROE,MI,,,
4500 W Wfqq bPqlzGb qD,,HENDERSON,NV,,,
4744 PfYzE fVE,,CLEVELAND,OH,,,
4045 pfqqEqpE fVE,,VERO BEACH,NC,,,
389 qflz bd,,HAVERHILL,MA,,,
439 qfqlEddf bd zW,,ATLANTA,GA,,,
404 blLVEq DfLLfq WfY,,CHICO,CA,,,
5884 EL PfLfqlzf Dq,,RIVERSIDE,CA,,,
407 E ffK bd,,TEXARKANA,TX,,,
4530 pfqzWfLL fVE,,BELLINGHAM,WA,,,
7050 3dH fVE,,NEPTUNE CITY,NJ,,,
7735 BfqDbdfWz qD,,ST CATHARINE,KY,,,
405 dEXfb bd bE,,ALBUQUERQUE,NM,,,
300 bpHEELEq qD,,CHESTERTOWN,MD,,,
43 pfqqUzldY PL,,CROWNSVILLE,MD,,,
475 WffDBUqY-dUqzEqbVlLLE qD,,BLACKWOOD,NJ,,,
7779 KlzG bd,,ALEXANDRIA,VA,,,
8349 JfHz DfWEq qD bW,,LAKEWOOD,WA,,,
4405 BqfWzb Lz,,LOUISVILLE,KY,,,
407 ffK bd,,TEXARKANA,TX,,,
4500 7zD bd bW,,ALBUQUERQUE,NM,,,
570 E qfqKEd bd,,INDIANAPOLIS,IN,,,
4378 7zD bd,,SANTA MONICA,CA,,,
7495 GULF bd,,BEAUMONT,TX,,,
803 z JEFFEqbfz fVE,,SPRINGFIELD,MO,,,
8347 WffDWfqD fVE,,DETROIT,MI,,,
93 HWY 49,,LUMBER CITY,GA,,,
4974 zE 74 bd,,OKLAHOMA CITY,OK,,,
4974 zE 74bd,,OKLAHOMA CITY,OK,,,
704 zE 50dH bd,,OKLAHOMA CITY,OK,,,
704 W 5dH bd,,ADA,OK,,,
704 W WfLzUd bd,,TECUMSEH,OK,,,
704 WEbd WfLzUd,,TECUMSEH,OK,,,
703 W qflz bd,,ASHER,OK,,,
7044 zW 7dH bd,,OKLAHOMA CITY,OK,,,
705 z LlzpfLz,,WAGONER,OK,,,
705 z LlzpfLz fVE,,WAGONER,OK,,,
744 z 5dH bdqEEd,,JENKS,OK,,,
709 E GfqBEq qD,,GARBER,OK,,,
4374 bPqlzG qlDGE,,ENID,OK,,,
709 z 5dH bd,,GROTON,SD,,,
7447 b 43dH bd,,CLINTON,IA,,,
7400 dfWzbEzD Dq,,EL RENO,OK,,,
7400 dfWzbEzD DqlVE,,EL RENO,OK,,,
905 BEfLL qD,,KINGFISHER,OK,,,
7470 BqffDWfY,,MOORE,OK,,,
304 W 4bd bdqEEd,,CHANDLER,OK,,,
7470 z BqffDWfY,,MOORE,OK,,,
4400 BW GEfqGlf bd,,JONES,OK,,,
3309 qflzdqEE DqlVE,,OKLAHOMA CITY,OK,,,
743 qflz bd,,HENDRIX,OK,,,
743 W qfbb fVE,,FLANDREAU,SD,,,
7454 b 85dH E fVE,,TULSA,OK,,,
749 W pEDfq,,STIGLER,OK,,,
775 z BqffDWfY,,CARNEGIE,OK,,,
7300 W BqffDWfY,,COLLINVILLE,OK,,,
4700 E 444bd bd,,GLENNPOOL,OK,,,
7300 W lfWf fVE,,CHICKASHA,OK,,,
7300 W zfBLE,,GUTHRIE,OK,,,
7300 W zfBLE fVE,,GUTHRIE,OK,,,
7343 W qfDELLE,,CLINTON,OK,,,
7304 BELL fVE,,ELK CITY,OK,,,
7375 zW 444dH bd,,OKLAHOMA CITY,OK,,,
7333 dUbpfzY BLVD,,THE VILLAGE,OK,,,
903 z BLVD,,EDMOND,OK,,,
770 fVfz fVE fPd 4,,PLAINFIELD,IN,,,
7400 bW 55dH,,OKLAHOMA CITY,OK,,,
7400 bW 55dH bd,,OKLAHOMA CITY,OK,,,
7400 W qfDELLE,,CLINTON,OK,,,
7400 WHldEb qEfDfW,,HARRAH,OK,,,
7443 z fzz fqBfq,,OKLAHOMA CITY,OK,,,
7443 z fzz fqBfq fVE,,OKLAHOMA CITY,OK,,,
5775 b qfbb fVE,,OKLAHOMA CITY,OK,,,
7443 W 54bd b,,TULSA,OK,,,
7443 W 54bd bd,,TULSA,OK,,,
7500 b 47dH bd,,CHICKASHA,OK,,,
7505 UqBfz LEfGUE pd,,OKLAHOMA CITY,OK,,,
7570 b qfzKlz,,EDMOND,OK,,,
7340 pEDfq pqEEK Dq,,ALTUS,OK,,,
7804 zW 34bd,,OKC,OK,,,
7804 zW 34bd bd,,OKLAHOMA CITY,OK,,,
307 WEbd WfbHlzGdfz,,ANADARKO,OK,,,
7900 PfqKLfWz Dq,,MIDWEST CITY,OK,,,
7904 bE 77zD bdqEEd,,OKLAHOMA CITY,OK,,,
7904 bE 77zD,,OKLAHOMA CITY,OK,,,
7904 bE 77zD bd,,OKLAHOMA CITY,OK,,,
300 b bEqlzfLE,,WEWOKA,OK,,,
304 E DfLE,,NORMAN,OK,,,
304 E DfLE bd,,NORMAN,OK,,,
304 b ffKWffD qD,,ENID,OK,,,
304 W BqffDWfY bd,,LEXINGTON,OK,,,
307 W WfbHlzGdfz,,ANADARKO,OK,,,
GEzEqfL DELlVEqY,,MUSKOGEE,OK,,,
307 W WfbHlzGdfz bd,,ANADARKO,OK,,,
307 W WfbHlzGdfz fVE,,ANADARKO,OK,,,
308 E WffDqfW bd,,TULSA,OK,,,
340 BqffKblDE Dq,,MADILL,OK,,,
340 W dfFd,,SAPULPA,OK,,,
34075 pfUzdY bd 7585,,FT COBB,OK,,,
3440 HEfLdHPLEX Dq,,NORMAN,OK,,,
704 qEED fVE,,NORMAN,OK,,,
44444 438dH bd,,LEXINGTON,OK,,,
3475 zE 44dH PLfpE,,OKLAHOMA CITY,OK,,,
374 bE 7zD,,CHECOTAH,OK,,,
3777 W BqffDWfY,,ARDMORE,OK,,,
3733 zW 40 bd,,OKLAHOMA CITY,OK,,,
3733 zW 40dH bd,,OKLAHOMA CITY,OK,,,
3347 bE 48,,DEL CITY,OK,,,
7904 bE 77zD  bd,,OKLAHOMA CITY,OK,,,
3347 bE 48dH,,DEL CITY,OK,,,
3434 KEzdUpKY PL,,BARTLESVILLE,OK,,,
3434 bE KEzdUpKY PL,,BARTLESVILLE,OK,,,
3500 HfbKELL BLVD,,MUSKOGEE,OK,,,
Pf BfX 93,,OKTAHA,OK,,,
3504 W WfbHlzGdfz,,BROKEN ARROW,OK,,,
3304 z pfLUqBlf,,TULSA,OK,,,
3304 z pfLUqBlf fV,,TULSA,OK,,,
3304 z pfLUqBlf PL,,TULSA,OK,,,
37098 b 4449 qD,,VINITA,OK,,,
3748 z PfqdLfzD,,OKLAHOMA CITY,OK,,,
3748 z PfqdLfzD fVE,,OKLAHOMA CITY,OK,,,
3800 z WfbHlzGdfz bd,,STILLWATER,OK,,,
3804 z Bfqq,,OKC,OK,,,
3804 z Bfqq fVE,,OKLAHOMA CITY,OK,,,
38804 HfqDEbdY qD,,SHAWNEE,OK,,,
39 E 33qD,,EDMOND,OK,,,
39 E 33qD bd,,EDMOND,OK,,,
39 bE 33qD bd,,EDMOND,OK,,,
400 z BqffDWfY,,INOLA,OK,,,
400 b bpfdd bd,,DEL CITY,OK,,,
3305 zW 40dH  fPd 4,,OKLAHOMA CITY,OK,,,
404 b qflz,,SPIRO,OK,,,
405 z 70dH,,GUTHRIE,OK,,,
405 z 70dH bd,,GUTHRIE,OK,,,
407 WHldEBlqD,,QUAPAW,OK,,,
57900 E 740 qD,,FAIRLAND,OK,,,
5470 b VfzDfLlf fVE,,TULSA,OK,,,
440 z 30dH,,ENID,OK,,,
4409 z 47dH bdqEEd,,ENID,OK,,,
440 z 30dH bd,,ENID,OK,,,
4400 zEWPfqd fVE,,OKLA CITY,OK,,,
307 WffDLfzD Dq,,EUFAULA,OK,,,
444 z WEbd bd,,MCALESTER,OK,,,
444 zfqdH WEbd bd,,MCALESTER,OK,,,
449 E fKLfHfqf fVE,,BLACKWELL,OK,,,
474 z DfdE fVE,,BROKEN ARROW,OK,,,
475 E dfzHfWf bd,,NORMAN,OK,,,
4970 BqffKLlzE Dq,,BARTLESVILLE,OK,,,
500 E qEfDfWLfqK Lz,,BRISTOW,OK,,,
500 b YfqK,,MUSKOGEE,OK,,,
500 bfUdH YfqK,,MUSKOGEE,OK,,,
504 W pfDDf,,WILBURTON,OK,,,
844 W ELK,,DUNCAN,OK,,,
505 b 7dH,,DAVIS,OK,,,
509 W LfpUbd bd,,STILWELL,OK,,,
544 pfLBEqd bE,,ARDMORE,OK,,,
547 bW 7zD bd,,OKLAHOMA CITY,OK,,,
5470 b VfzDfLlf  fVE,,TULSA,OK,,,
570 E fKLfHfqf fVE,,TONKAWA,OK,,,
573 z 4bd,,KINGFISHER,OK,,,
7403 pfUzdqY pLUB qD,,DUNCAN,OK,,,
574 z 7zD bd,,HOLLIS,OK,,,
575 b pHfpdfW,,GEARY,OK,,,
4904 b 38dH E fVE,,TULSA,OK,,,
4400 z WfVEqLY bd,,PONCA CITY,OK,,,
4340 z BqYfz fVE,,SHAWNEE,OK,,,
535 W FEDEqfL bd,,SHAWNEE,OK,,,
5534 z HfqdFfqD PL,,TULSA,OK,,,
5300 b WfLKEq,,OKLAHOMA CITY,OK,,,
5300 b WfLKEq fVE,,OKLAHOMA CITY,OK,,,
5775 bfUdH qfbb fVE,,OKLAHOMA CITY,OK,,,
5800 W fKqULGEE,,MUSKOGEE,OK,,,
300 74dH fVE bW,,NORMAN,OK,,,
874 b YUKfz PKWY,,YUKON,OK,,,
300 74dH PLfpE,,NORMAN,OK,,,
300 W FqfzdfGE qD,,OKEMAH,OK,,,
304 z qflz bd,,TULSA,OK,,,
404 plqfqqfz Dq,,MANNFORD,OK,,,
307 z q bd,,MUSKOGEE,OK,,,
304 bUzzYDfLE qD,,BOX ELDER,SD,,,
307 z 5dH bd,,JAY,OK,,,
307 WffDLfzD,,EUFAULA,OK,,,
307 WffDLfzD fVE,,EUFAULA,OK,,,
3400 b WfLKEq fVE,,OKLAHOMA CITY,OK,,,
344 E pHEqqlE,,TAHLEQUAH,OK,,,
344 E pHEqqlE bd,,TAHLEQUAH,OK,,,
345 E qfqqlb,,MCALESTER,OK,,,
345 E qfqqlb fVE,,MCALESTER,OK,,,
345 E qEDWffD,,SALLISAW,OK,,,
343 b Fqfzd bd,,MEDFORD,OK,,,
4400 Efbd z E,,MIAMI,OK,,,
370 b fLfBfqf,,WETUMKA,OK,,,
804 HWY 48,,HOLDNEVILLE,OK,,,
3504 W WfbHlzGdfz bd,,BROKEN ARROW,OK,,,
3745 z FqfzKFfqd fVE,,TULSA,OK,,,
704 bW 30dH,,OKLAHOMA CITY,OK,,,
7074 dUqzEq bd,,PONCA,OK,,,
3500 z PfqdLfzD fVE,,OKLAHOMA CITY,OK,,,
3504 z qfpfqdHUq,,OKLAHOMA CITY,OK,,,
3504 z qfpfqdHUq BLV,,OKLAHOMA CITY,OK,,,
394 47dH fVE zW,,ARDMORE,OK,,,
394 47dH bd zW,,ARDMORE,OK,,,
3939 E qfqbHfLL bd,,TULSA,OK,,,
4345 z 45dH bd,,WACO,TX,,,
47047 BfYEddE qD,,RIVERVIEW,FL,,,
4040 pUqqlE fVE,,MINNEAPOLIS,MN,,,
477 DlpKEqbfz bd,,SYRACUSE,NY,,,
7004 fqPd qD b,,NAPLES,FL,,,
4374 z p bd,,SACRAMENTO,CA,,,
4738 z HffVEq bd,,LOS ANGELES,CA,,,
7749 LlzDEz BLVD,,BROOKLYN,NY,,,
4304 E 4dH fVE,,RED SPRINGS,NC,,,
800 E 38dH bd,,SAVANNAH,GA,,,
345 W DUfqdE qD,,MONROVIA,CA,,,
383 PfPLfq fVE,,MEMPHIS,TN,,,
4504 qfzqfE bd,,TOLEDO,OH,,,
73347 W WfbHlzGdfz bd,BUILDING 94-1,PETERSBURG,VA,,,
70 E WfbHlzGdfz bd,,CHAMPAIGN,IL,,,
5885 33dH bd z,,ST PETERSBURG,FL,,,
3544 PUEzdE fVE,,BALDWIN PARK,CA,,,
543 WlLLfW bd,,ALAMEDA,CA,,,
430 z 7zD bd,,READING,PA,,,
5333 z bHEqlDfz qD,,CHICAGO,IL,,,
47 W FqfzKLlz bd,,BALTIMORE,MD,,,
7900 pLfY EDWfqDb Dq,,NORTH KANSAS CITY,MO,,,
4370 pLflqqfzd qD,,DECATUR,GA,,,
44850 qfbpfE BLVD,,PANORAMA CITY,CA,,,
7045 blLVEqfDf BLVD,,RENO,NV,,,
577 pfqzfdlfz bd,,TUPELO,MS,,,
945 z pfLLEGE bd,,CHARLOTTE,NC,,,
3434 b qflz bd,,MOULTRIE,GA,,,
7070 zW 4bd fVE,,MIAMI,FL,,,
800 qfbE bd,,LEXINGTON,KY,,,
4400 z fzDqEWb fVE,,FORT LAUDERDALE,FL,,,
475 bfUdH dfpfqf WfY,,TACOMA,WA,,,
7400 BfbbEdd Dq,,MANKATO,MN,,,
4770 5dH fVE bE,,CEDAR RAPIDS,IA,,,
7070 zW 4bd fVE,,MIAMI,FL,,,
8004 BqUpEVlLLE qD,,SACRAMENTO,CA,,,
855 WfdEqLff bd,,RAPID CITY,SD,,,
4700 blLVEq plq,,BARABOO,WI,,,
374 40dH bd,,HUNTINGTON,WV,,,
43770 bfYqE bd,,SYLMAR,CA,,,
3444 VlLLf fVE,,BRONX,NY,,,
374 HfEb Lz W,,PISCATAWAY,NJ,,,
4744 dfPblDE qD,,LOUISVILLE,TN,,,
4054 bfUdHFlELD Dq,,PLAINFIELD,IL,,,
759 b PEfqL bd,,ALBANY,NY,,,
